surface_form,surah,ayah,surah_name
حرور,35,21,فاطر
جدد,35,27,فاطر
غرابيب,35,27,فاطر
سود,35,27,فاطر
تبور,35,29,فاطر
مقامه,35,35,فاطر
يصطرخ,35,37,فاطر
يحيق,35,43,فاطر
مقمحون,36,8,یس
عزز,36,14,یس
تطير,36,18,یس
نرجم,36,18,یس
خامدون,36,29,یس
نسلخ,36,37,یس
مظلمون,36,37,یس
عرجون,36,39,یس
يركب,36,42,یس
نغرق,36,43,یس
صريخ,36,43,یس
يخصم,36,49,یس
توصيه,36,50,یس
مرقد,36,52,یس
فاكهون,36,55,یس
متكءون,36,56,یس
امتاز,36,59,یس
اعهد,36,60,یس
جبلا,36,62,یس
نختم,36,65,یس
مسخ,36,67,یس
مضيا,36,67,یس
ننكس,36,68,یس
شعر,36,69,یس
مالكون,36,71,یس
ركوب,36,72,یس
مشارب,36,73,یس
اخضر,36,80,یس
توقد,36,80,یس
زاجرات,37,2,صافات
زجرا,37,2,صافات
تاليات,37,3,صافات
مارد,37,7,صافات
دحورا,37,9,صافات
واصب,37,9,صافات
خطف,37,10,صافات
خطفه,37,10,صافات
لازب,37,11,صافات
يستسخر,37,14,صافات
احشر,37,22,صافات
قف,37,24,صافات
مسءولون,37,24,صافات
تناصر,37,25,صافات
مستسلمون,37,26,صافات
ذاءقون,37,31,صافات
تاركوا,37,36,صافات
ذاءقوا,37,38,صافات
غول,37,47,صافات
مدينون,37,53,صافات
مطلعون,37,54,صافات
ميتين,37,58,صافات
شوبا,37,67,صافات
مجيبون,37,75,صافات
يزف,37,94,صافات
ذاهب,37,99,صافات
تل,37,103,صافات
جبين,37,103,صافات
فدي,37,107,صافات
مستبين,37,117,صافات
بعلا,37,125,صافات
الياسين,37,130,صافات
ابق,37,140,صافات
ساهم,37,141,صافات
مدحضين,37,141,صافات
التقم,37,142,صافات
مسبحين,37,143,صافات
يقطين,37,146,صافات
شاهدون,37,150,صافات
فاتنين,37,162,صافات
صال,37,163,صافات
صافون,37,165,صافات
مسبحون,37,166,صافات
منصورون,37,172,صافات
ساحه,37,177,صافات
صباح,37,177,صافات
مناص,38,3,ص
عجاب,38,5,ص
يراد,38,6,ص
اختلاق,38,7,ص
يرتق,38,10,ص
مهزوم,38,11,ص
فواق,38,15,ص
قط,38,16,ص
اشراق,38,18,ص
محشوره,38,19,ص
خصم,38,21,ص
تسور,38,21,ص
تشطط,38,22,ص
تسعون,38,23,ص
اكفل,38,23,ص
عز,38,23,ص
سءال,38,24,ص
نعاج,38,24,ص
خلطاء,38,24,ص
راكعا,38,24,ص
صافنات,38,31,ص
جياد,38,31,ص
توار,38,32,ص
مسحا,38,33,ص
رخاء,38,36,ص
غواص,38,37,ص
امنن,38,39,ص
اركض,38,42,ص
مغتسل,38,42,ص
ضغثا,38,44,ص
تحنث,38,44,ص
مصطفين,38,47,ص
مفتحه,38,50,ص
اتراب,38,52,ص
نفاد,38,54,ص
غساق,38,57,ص
شكل,38,58,ص
مقتحم,38,59,ص
اشرار,38,62,ص
تخاصم,38,64,ص
متكلفين,38,86,ص
خالص,39,3,زمر
منيبا,39,8,زمر
قانت,39,9,زمر
ساجدا,39,9,زمر
تنقذ,39,19,زمر
مبنيه,39,20,زمر
ينابيع,39,21,زمر
تقشعر,39,23,زمر
تلين,39,23,زمر
يتقي,39,24,زمر
متشاكسون,39,29,زمر
كاف,39,36,زمر
كاشفات,39,38,زمر
ممسكات,39,38,زمر
تمت,39,42,زمر
اشماز,39,45,زمر
تقنط,39,53,زمر
ساخرين,39,56,زمر
مسوده,39,60,زمر
مطويات,39,67,زمر
صعق,39,68,زمر
اشرق,39,69,زمر
له,39,74,زمر
نتبوا,39,74,زمر
حافين,39,75,زمر
غافر,40,3,غافر
قابل,40,3,غافر
يغرر,40,4,غافر
تق,40,9,غافر
امت,40,11,غافر
رفيع,40,15,غافر
تلاق,40,15,غافر
بارزون,40,16,غافر
استحي,40,25,غافر
صادقا,40,28,غافر
زل,40,34,غافر
مرتاب,40,34,غافر
تباب,40,37,غافر
نجاه,40,41,غافر
افوض,40,44,غافر
غدوا,40,46,غافر
يتحاج,40,47,غافر
مسيء,40,58,غافر
شيوخا,40,67,غافر
يسجر,40,72,غافر
تمرح,40,75,غافر
تنكر,40,81,غافر
اقوات,41,10,فصلت
اءتي,41,11,فصلت
طاءعين,41,11,فصلت
نحسات,41,16,فصلت
تستتر,41,22,فصلت
اردا,41,23,فصلت
معتبين,41,24,فصلت
قيض,41,25,فصلت
قرناء,41,25,فصلت
الغ,41,26,فصلت
تتنزل,41,30,فصلت
ابشر,41,30,فصلت
اعجميا,41,44,فصلت
قنوط,41,49,فصلت
عريض,41,51,فصلت
يذرء,42,11,شوری
تتفرق,42,13,شوری
داحضه,42,16,شوری
يمار,42,18,شوری
روضات,42,22,شوری
يختم,42,24,شوری
يمح,42,24,شوری
قنط,42,28,شوری
يظلل,42,33,شوری
رواكد,42,33,شوری
يوبق,42,34,شوری
شوري,42,38,شوری
خفي,42,45,شوری
يزوج,42,50,شوری
ذكرانا,42,50,شوری
عقيما,42,50,شوری
وحيا,42,51,شوری
روحا,42,52,شوری
تصير,42,53,شوری
صفحا,43,5,زخرف
مضي,43,8,زخرف
تستو,43,13,زخرف
ينشا,43,18,زخرف
مستمسكون,43,21,زخرف
مقتدون,43,23,زخرف
عقب,43,28,زخرف
قريتين,43,31,زخرف
سررا,43,34,زخرف
يتكء,43,34,زخرف
زخرفا,43,35,زخرف
يعش,43,36,زخرف
نقيض,43,36,زخرف
مقتدرون,43,42,زخرف
اسوره,43,53,زخرف
مقترنين,43,53,زخرف
استخف,43,54,زخرف
سلفا,43,56,زخرف
خصمون,43,58,زخرف
ابين,43,63,زخرف
اخلاء,43,67,زخرف
تحبر,43,70,زخرف
صحاف,43,71,زخرف
تلذ,43,71,زخرف
ماكثون,43,77,زخرف
ابرم,43,79,زخرف
مبرمون,43,79,زخرف
اكشف,44,12,دخان
معلم,44,14,دخان
كاشفو,44,15,دخان
عاءدون,44,15,دخان
نبطش,44,16,دخان
اد,44,18,دخان
ترجم,44,20,دخان
اترك,44,24,دخان
رهوا,44,24,دخان
بك,44,29,دخان
عاليا,44,31,دخان
منشرين,44,35,دخان
يغلي,44,45,دخان
غلي,44,46,دخان
اعتل,44,47,دخان
ذق,44,49,دخان
مرتقبون,44,59,دخان
يبث,45,4,جاثیه
شريعه,45,18,جاثیه
اجترح,45,21,جاثیه
جاثيه,45,28,جاثیه
تدعي,45,28,جاثیه
نستنسخ,45,29,جاثیه
مستيقنين,45,32,جاثیه
اثاره,46,4,احقاف
بدعا,46,9,احقاف
ثلاثون,46,15,احقاف
نتقبل,46,16,احقاف
نتجاوز,46,16,احقاف
تفسق,46,20,احقاف
احقاف,46,21,احقاف
تافك,46,22,احقاف
عارضا,46,24,احقاف
مستقبل,46,24,احقاف
عارض,46,24,احقاف
ممطر,46,24,احقاف
استعجل,46,24,احقاف
تدمر,46,25,احقاف
ابصارا,46,26,احقاف
يجب,46,32,احقاف
معجز,46,32,احقاف
يعي,46,33,احقاف
اثخن,47,4,محمد
شد,47,4,محمد
فداء,47,4,محمد
تعسا,47,8,محمد
اسن,47,15,محمد
لبن,47,15,محمد
يتغير,47,15,محمد
عسل,47,15,محمد
مصفي,47,15,محمد
خالد,47,15,محمد
امعاء,47,15,محمد
انفا,47,16,محمد
اشراط,47,18,محمد
متقلب,47,19,محمد
محكمه,47,20,محمد
مغشي,47,20,محمد
اقفال,47,24,محمد
اسرار,47,26,محمد
اسخط,47,28,محمد
لحن,47,30,محمد
يتر,47,35,محمد
يحف,47,37,محمد
تبخل,47,37,محمد
ظانين,48,6,فتح
تعزر,48,9,فتح
توقر,48,9,فتح
اهلو,48,11,فتح
تحسد,48,15,فتح
مخلفين,48,16,فتح
مكه,48,24,فتح
اظفر,48,24,فتح
معكوفا,48,25,فتح
معره,48,25,فتح
تزيل,48,25,فتح
محلقين,48,27,فتح
مقصرين,48,27,فتح
اشداء,48,29,فتح
رحماء,48,29,فتح
ركعا,48,29,فتح
شطا,48,29,فتح
استغلظ,48,29,فتح
زراع,48,29,فتح
تحبط,49,2,حجرات
حجرات,49,4,حجرات
فاسق,49,6,حجرات
حبب,49,7,حجرات
عصيان,49,7,حجرات
راشدون,49,7,حجرات
تبغي,49,9,حجرات
تفيء,49,9,حجرات
اخوي,49,10,حجرات
تلمز,49,11,حجرات
تنابز,49,11,حجرات
القاب,49,11,حجرات
يتب,49,11,حجرات
تجسس,49,12,حجرات
يغتب,49,12,حجرات
شعوبا,49,13,حجرات
قباءل,49,13,حجرات
تعارف,49,13,حجرات
اتقا,49,13,حجرات
يلت,49,14,حجرات
مريج,50,5,ق
تبصره,50,8,ق
باسقات,50,10,ق
نضيد,50,10,ق
عيي,50,15,ق
توسوس,50,16,ق
وريد,50,16,ق
يتلقي,50,17,ق
متلقيان,50,17,ق
قعيد,50,17,ق
يلفظ,50,18,ق
تحيد,50,19,ق
ساءق,50,21,ق
امتلا,50,30,ق
خلود,50,34,ق
نقب,50,36,ق
مناد,50,41,ق
ذاريات,51,1,ذاریات
ذروا,51,1,ذاریات
حاملات,51,2,ذاریات
جاريات,51,3,ذاریات
مقسمات,51,4,ذاریات
حبك,51,7,ذاریات
خراصون,51,10,ذاریات
اخذين,51,16,ذاریات
يهجع,51,17,ذاریات
سمين,51,26,ذاریات
صره,51,29,ذاریات
صك,51,29,ذاریات
موسعون,51,47,ذاریات
ماهدون,51,48,ذاریات
ملوم,51,54,ذاریات
رزاق,51,58,ذاریات
ذنوبا,51,59,ذاریات
مسطور,52,2,طور
رق,52,3,طور
منشور,52,3,طور
معمور,52,4,طور
مرفوع,52,5,طور
مسجور,52,6,طور
مورا,52,9,طور
تسير,52,10,طور
سيرا,52,10,طور
الت,52,21,طور
رهين,52,21,طور
تاثيم,52,23,طور
غلمان,52,24,طور
منون,52,30,طور
متربصين,52,31,طور
مصيطرون,52,37,طور
مستمع,52,38,طور
مكيدون,52,42,طور
ساقطا,52,44,طور
مركوم,52,44,طور
يصعق,52,45,طور
دنا,53,8,نجم
تدلي,53,8,نجم
قاب,53,9,نجم
قوسين,53,9,نجم
نزله,53,13,نجم
لات,53,19,نجم
عزي,53,19,نجم
مناه,53,20,نجم
ثالثه,53,20,نجم
ضيزي,53,22,نجم
يسم,53,27,نجم
تسميه,53,27,نجم
مبلغ,53,30,نجم
لمم,53,32,نجم
اجنه,53,32,نجم
تزك,53,32,نجم
اكدي,53,34,نجم
يجزا,53,41,نجم
اضحك,53,43,نجم
ابكي,53,43,نجم
اقني,53,48,نجم
شعري,53,49,نجم
مءتفكه,53,53,نجم
اهوي,53,53,نجم
غشا,53,54,نجم
تتماري,53,55,نجم
ازف,53,57,نجم
كاشفه,53,58,نجم
تبك,53,60,نجم
سامدون,53,61,نجم
مزدجر,54,4,قمر
خشعا,54,7,قمر
منتشر,54,7,قمر
ازدجر,54,9,قمر
مغلوب,54,10,قمر
منهمر,54,11,قمر
عيونا,54,12,قمر
دسر,54,13,قمر
نحس,54,19,قمر
منقعر,54,20,قمر
مرسلو,54,27,قمر
محتضر,54,28,قمر
تعاطي,54,29,قمر
هشيم,54,31,قمر
محتظر,54,31,قمر
منتصر,54,44,قمر
يهزم,54,45,قمر
ادهي,54,46,قمر
صغير,54,53,قمر
مستطر,54,53,قمر
مليك,54,55,قمر
حسبان,55,5,الرحمن
تخسر,55,9,الرحمن
انام,55,10,الرحمن
فخار,55,14,الرحمن
مارج,55,15,الرحمن
مغربين,55,17,الرحمن
يلتقي,55,19,الرحمن
منشات,55,24,الرحمن
فان,55,26,الرحمن
يبقي,55,27,الرحمن
نفرغ,55,31,الرحمن
ثقلان,55,31,الرحمن
انفذ,55,33,الرحمن
شواظ,55,35,الرحمن
نحاس,55,35,الرحمن
تنتصر,55,35,الرحمن
ورده,55,37,الرحمن
دهان,55,37,الرحمن
نواصي,55,41,الرحمن
ذواتا,55,48,الرحمن
افنان,55,48,الرحمن
زوجان,55,52,الرحمن
بطاءن,55,54,الرحمن
جني,55,54,الرحمن
دان,55,54,الرحمن
ياقوت,55,58,الرحمن
مدهامتان,55,64,الرحمن
نضاختان,55,66,الرحمن
مقصورات,55,72,الرحمن
خيام,55,72,الرحمن
رفرف,55,76,الرحمن
عبقري,55,76,الرحمن
وقعه,56,2,واقعه
خافضه,56,3,واقعه
رافعه,56,3,واقعه
رج,56,4,واقعه
رجا,56,4,واقعه
بس,56,5,واقعه
بسا,56,5,واقعه
منبثا,56,6,واقعه
موضونه,56,15,واقعه
اباريق,56,18,واقعه
يتخير,56,20,واقعه
تاثيما,56,25,واقعه
مخضود,56,28,واقعه
طلح,56,29,واقعه
ممدود,56,30,واقعه
مسكوب,56,31,واقعه
مقطوعه,56,33,واقعه
ممنوعه,56,33,واقعه
انشاء,56,35,واقعه
عربا,56,37,واقعه
يحموم,56,43,واقعه
مترفين,56,45,واقعه
حنث,56,46,واقعه
مجموعون,56,50,واقعه
مكذبون,56,51,واقعه
هيم,56,55,واقعه
ننشء,56,61,واقعه
تحرث,56,63,واقعه
زارعون,56,64,واقعه
تفكه,56,65,واقعه
مغرمون,56,66,واقعه
مزن,56,69,واقعه
اجاجا,56,70,واقعه
تور,56,71,واقعه
منشءون,56,72,واقعه
مقوين,56,73,واقعه
مواقع,56,75,واقعه
مطهرون,56,79,واقعه
مدهنون,56,81,واقعه
حلقوم,56,83,واقعه
مدينين,56,86,واقعه
تصليه,56,94,واقعه
مستخلفين,57,7,حدید
نقتبس,57,13,حدید
التمس,57,13,حدید
يان,57,16,حدید
تخشع,57,16,حدید
مصدقات,57,18,حدید
صديقون,57,19,حدید
تفاخر,57,20,حدید
نبرا,57,22,حدید
رهبانيه,57,27,حدید
ابتدع,57,27,حدید
رع,57,27,حدید
رعايه,57,27,حدید
كفلين,57,28,حدید
تشتكي,58,1,مجادله
تحاور,58,1,مجادله
منكرا,58,2,مجادله
توعظ,58,3,مجادله
ستين,58,4,مجادله
يتناج,58,8,مجادله
يحي,58,8,مجادله
تناجي,58,9,مجادله
تتناج,58,9,مجادله
تناج,58,9,مجادله
ضار,58,10,مجادله
تفسح,58,11,مجادله
مجالس,58,11,مجادله
افسح,58,11,مجادله
يفسح,58,11,مجادله
ناجي,58,12,مجادله
استحوذ,58,19,مجادله
اذلين,58,20,مجادله
اغلب,58,21,مجادله
يواد,58,22,مجادله
حاد,58,22,مجادله
مانعه,59,2,حشر
حصون,59,2,حشر
يخرب,59,2,حشر
اعتبر,59,2,حشر
جلاء,59,3,حشر
يشاق,59,4,حشر
لينه,59,5,حشر
اصول,59,5,حشر
اوجف,59,6,حشر
ركاب,59,6,حشر
يسلط,59,6,حشر
دوله,59,7,حشر
خصاصه,59,9,حشر
غلا,59,10,حشر
رهبه,59,13,حشر
محصنه,59,14,حشر
جدر,59,14,حشر
خاشعا,59,21,حشر
متصدعا,59,21,حشر
مهيمن,59,23,حشر
مصور,59,24,حشر
مرضات,60,1,ممتحنه
يثقف,60,2,ممتحنه
انب,60,4,ممتحنه
عادي,60,7,ممتحنه
مهاجرات,60,10,ممتحنه
عصم,60,10,ممتحنه
كوافر,60,10,ممتحنه
يزني,60,12,ممتحنه
يعصي,60,12,ممتحنه
مرصوص,61,4,صف
ازاغ,61,5,صف
احمد,61,6,صف
يدعي,61,7,صف
متم,61,8,صف
تنجي,61,10,صف
تجاهد,61,11,صف
اسفارا,62,5,جمعه
تفر,62,8,جمعه
جمعه,62,9,جمعه
اسع,62,9,جمعه
نشهد,63,1,منافقون
اجسام,63,4,منافقون
خشب,63,4,منافقون
مسنده,63,4,منافقون
لو,63,5,منافقون
ينفض,63,7,منافقون
اذل,63,8,منافقون
تله,63,9,منافقون
تغابن,64,9,تغابن
تصفح,64,14,تغابن
احص,65,1,طلاق
فارق,65,2,طلاق
مخرجا,65,2,طلاق
احمال,65,4,طلاق
تضيق,65,6,طلاق
اءتمر,65,6,طلاق
تعاسر,65,6,طلاق
ترضع,65,6,طلاق
حاسب,65,8,طلاق
خسرا,65,9,طلاق
يتنزل,65,12,طلاق
تحله,66,2,تحریم
اظهر,66,3,تحریم
تتوب,66,4,تحریم
صغ,66,4,تحریم
تاءبات,66,5,تحریم
عابدات,66,5,تحریم
ساءحات,66,5,تحریم
ثيبات,66,5,تحریم
غلاظ,66,6,تحریم
نصوحا,66,8,تحریم
عبدين,66,10,تحریم
داخلين,66,10,تحریم
تفاوت,67,3,ملک
فطور,67,3,ملک
كرتين,67,4,ملک
خاسءا,67,4,ملک
حسير,67,4,ملک
رجوما,67,5,ملک
شهيقا,67,7,ملک
تفور,67,7,ملک
تميز,67,8,ملک
نعقل,67,10,ملک
سحقا,67,11,ملک
اجهر,67,13,ملک
ذلولا,67,15,ملک
مناكب,67,15,ملک
عتو,67,21,ملک
نفور,67,21,ملک
مكبا,67,22,ملک
زلفه,67,27,ملک
يسطر,68,1,قلم
مفتون,68,6,قلم
تدهن,68,9,قلم
يدهن,68,9,قلم
حلاف,68,10,قلم
هماز,68,11,قلم
مشاء,68,11,قلم
نميم,68,11,قلم
عتل,68,13,قلم
زنيم,68,13,قلم
نسم,68,16,قلم
خرطوم,68,16,قلم
يصرم,68,17,قلم
يستثن,68,18,قلم
طاف,68,19,قلم
صريم,68,20,قلم
اغد,68,22,قلم
صارمين,68,22,قلم
حرد,68,25,قلم
يتلاوم,68,30,قلم
تخير,68,38,قلم
سالمون,68,43,قلم
مكظوم,68,48,قلم
تدارك,68,49,قلم
مذموم,68,49,قلم
يزلق,68,51,قلم
طاغيه,69,5,حاقه
صرصر,69,6,حاقه
عاتيه,69,6,حاقه
حسوما,69,7,حاقه
صرعي,69,7,حاقه
اخذه,69,10,حاقه
رابيه,69,10,حاقه
تعي,69,12,حاقه
واعيه,69,12,حاقه
نفخه,69,13,حاقه
دكه,69,14,حاقه
واهيه,69,16,حاقه
ارجاء,69,17,حاقه
خافيه,69,18,حاقه
ملاق,69,20,حاقه
خاليه,69,24,حاقه
ادر,69,26,حاقه
قاضيه,69,27,حاقه
سلسله,69,32,حاقه
ذرع,69,32,حاقه
سبعون,69,32,حاقه
ذراعا,69,32,حاقه
غسلين,69,36,حاقه
خاطءون,69,37,حاقه
اقاويل,69,44,حاقه
وتين,69,46,حاقه
حاجزين,69,47,حاقه
تعرج,70,4,معارج
مجرم,70,11,معارج
يفتدي,70,11,معارج
فصيله,70,13,معارج
لظي,70,15,معارج
نزاعه,70,16,معارج
شوي,70,16,معارج
اوعي,70,18,معارج
هلوعا,70,19,معارج
جزوعا,70,20,معارج
منوعا,70,21,معارج
داءمون,70,23,معارج
مامون,70,28,معارج
قاءمون,70,33,معارج
عزين,70,37,معارج
يوفض,70,43,معارج
استغش,71,7,نوح
جهارا,71,8,نوح
اسرر,71,9,نوح
اسرارا,71,9,نوح
غفارا,71,10,نوح
وقارا,71,13,نوح
اطوارا,71,14,نوح
اخراجا,71,18,نوح
بساطا,71,19,نوح
تسلك,71,20,نوح
كبارا,71,22,نوح
سواعا,71,23,نوح
يغوث,71,23,نوح
يعوق,71,23,نوح
نسرا,71,23,نوح
انصارا,71,25,نوح
ديارا,71,26,نوح
فاجرا,71,27,نوح
تبارا,71,28,نوح
جد,72,3,جن
سفيه,72,4,جن
يعوذ,72,6,جن
حرسا,72,8,جن
شهبا,72,8,جن
نقعد,72,9,جن
شهابا,72,9,جن
قددا,72,11,جن
هربا,72,12,جن
بخسا,72,13,جن
تحر,72,14,جن
حطبا,72,15,جن
غدقا,72,16,جن
صعدا,72,17,جن
ناصرا,72,24,جن
مزمل,73,1,مزمل
انقص,73,3,مزمل
ناشءه,73,6,مزمل
وطءا,73,6,مزمل
تبتل,73,8,مزمل
تبتيلا,73,8,مزمل
هجرا,73,10,مزمل
انكالا,73,12,مزمل
جحيما,73,12,مزمل
غصه,73,13,مزمل
كثيبا,73,14,مزمل
مهيلا,73,14,مزمل
اخذا,73,16,مزمل
وبيلا,73,16,مزمل
منفطر,73,18,مزمل
ثلثي,73,20,مزمل
مدثر,74,1,مدثر
تمنن,74,6,مدثر
تستكثر,74,6,مدثر
ناقور,74,8,مدثر
عسير,74,9,مدثر
وحيدا,74,11,مدثر
ممدودا,74,12,مدثر
تمهيدا,74,14,مدثر
عنيدا,74,16,مدثر
ارهق,74,17,مدثر
صعودا,74,17,مدثر
فكر,74,18,مدثر
بسر,74,22,مدثر
اصلي,74,26,مدثر
تبقي,74,28,مدثر
لواحه,74,29,مدثر
يستيقن,74,31,مدثر
اسفر,74,34,مدثر
يتقدم,74,37,مدثر
يتاخر,74,37,مدثر
رهينه,74,38,مدثر
خاءضين,74,45,مدثر
مستنفره,74,50,مدثر
قسوره,74,51,مدثر
منشره,74,52,مدثر
لوامه,75,2,قیامه
نجمع,75,3,قیامه
مفر,75,10,قیامه
معاذير,75,15,قیامه
تحرك,75,16,قیامه
ناضره,75,22,قیامه
باسره,75,24,قیامه
فاقره,75,25,قیامه
تراقي,75,26,قیامه
راق,75,27,قیامه
التف,75,29,قیامه
مساق,75,30,قیامه
يتمطي,75,33,قیامه
سدي,75,36,قیامه
مني,75,37,قیامه
مذكورا,76,1,انسان
امشاج,76,2,انسان
نبتلي,76,2,انسان
كافورا,76,5,انسان
مستطيرا,76,7,انسان
اسيرا,76,8,انسان
عبوسا,76,10,انسان
قمطريرا,76,10,انسان
لقا,76,11,انسان
سرورا,76,11,انسان
جزا,76,12,انسان
حريرا,76,12,انسان
شمسا,76,13,انسان
زمهريرا,76,13,انسان
تذليلا,76,14,انسان
قواريرا,76,15,انسان
زنجبيلا,76,17,انسان
تسمي,76,18,انسان
سلسبيلا,76,18,انسان
نعيما,76,20,انسان
سقا,76,21,انسان
مرسلات,77,1,مرسلات
عرفا,77,1,مرسلات
عاصفات,77,2,مرسلات
عصفا,77,2,مرسلات
ناشرات,77,3,مرسلات
نشرا,77,3,مرسلات
فارقات,77,4,مرسلات
فرقا,77,4,مرسلات
ملقيات,77,5,مرسلات
نذرا,77,6,مرسلات
نسف,77,10,مرسلات
اقت,77,11,مرسلات
نخلق,77,20,مرسلات
كفاتا,77,25,مرسلات
شامخات,77,27,مرسلات
فراتا,77,27,مرسلات
شعب,77,30,مرسلات
ظليل,77,31,مرسلات
شرر,77,32,مرسلات
جماله,77,33,مرسلات
صفر,77,33,مرسلات
يركع,77,48,مرسلات
مختلفون,78,3,نبأ
مهادا,78,6,نبأ
اوتادا,78,7,نبأ
معاشا,78,11,نبأ
شدادا,78,12,نبأ
وهاجا,78,13,نبأ
معصرات,78,14,نبأ
ثجاجا,78,14,نبأ
الفافا,78,16,نبأ
ميقاتا,78,17,نبأ
سرابا,78,20,نبأ
مرصادا,78,21,نبأ
لابثين,78,23,نبأ
احقابا,78,23,نبأ
غساقا,78,25,نبأ
وفاقا,78,26,نبأ
مفازا,78,31,نبأ
اعنابا,78,32,نبأ
كواعب,78,33,نبأ
دهاقا,78,34,نبأ
خطابا,78,37,نبأ
صوابا,78,38,نبأ
نازعات,79,1,نازعات
غرقا,79,1,نازعات
ناشطات,79,2,نازعات
نشطا,79,2,نازعات
سابحات,79,3,نازعات
سابقات,79,4,نازعات
سبقا,79,4,نازعات
مدبرات,79,5,نازعات
راجفه,79,6,نازعات
رادفه,79,7,نازعات
واجفه,79,8,نازعات
مردودون,79,10,نازعات
حافره,79,10,نازعات
نخره,79,11,نازعات
خاسره,79,12,نازعات
ساهره,79,14,نازعات
نكال,79,25,نازعات
سمك,79,28,نازعات
اغطش,79,29,نازعات
دحا,79,30,نازعات
مرعا,79,31,نازعات
ارسا,79,32,نازعات
طامه,79,34,نازعات
منتها,79,44,نازعات
يخشا,79,45,نازعات
عشيه,79,46,نازعات
تصدي,80,6,عبس
مكرمه,80,13,عبس
سفره,80,15,عبس
كرام,80,16,عبس
برره,80,16,عبس
اقبر,80,21,عبس
صبب,80,25,عبس
صبا,80,25,عبس
شقق,80,26,عبس
شقا,80,26,عبس
عنبا,80,28,عبس
قضبا,80,28,عبس
زيتونا,80,29,عبس
نخلا,80,29,عبس
غلبا,80,30,عبس
صاخه,80,33,عبس
يفر,80,34,عبس
مسفره,80,38,عبس
ضاحكه,80,39,عبس
مستبشره,80,39,عبس
غبره,80,40,عبس
قتره,80,41,عبس
كفره,80,42,عبس
فجره,80,42,عبس
كور,81,1,تکویر
انكدر,81,2,تکویر
عشار,81,4,تکویر
عطل,81,4,تکویر
وحوش,81,5,تکویر
سجر,81,6,تکویر
موءوده,81,8,تکویر
نشر,81,10,تکویر
كشط,81,11,تکویر
خنس,81,15,تکویر
كنس,81,16,تکویر
عسعس,81,17,تکویر
تنفس,81,18,تکویر
مطاع,81,21,تکویر
ضنين,81,24,تکویر
يستقيم,81,28,تکویر
انفطر,82,1,انفطار
انتثر,82,2,انفطار
صوره,82,8,انفطار
كاتبين,82,11,انفطار
مطففين,83,1,مطففین
اكتال,83,2,مطففین
يستوف,83,2,مطففین
كال,83,3,مطففین
ران,83,14,مطففین
محجوبون,83,15,مطففین
عليين,83,18,مطففین
عليون,83,19,مطففین
رحيق,83,25,مطففین
مختوم,83,25,مطففین
ختام,83,26,مطففین
مسك,83,26,مطففین
يتنافس,83,26,مطففین
متنافسون,83,26,مطففین
تسنيم,83,27,مطففین
يتغامز,83,30,مطففین
فكهين,83,31,مطففین
ثوب,83,36,مطففین
تخل,84,4,انشقاق
كادح,84,6,انشقاق
كدحا,84,6,انشقاق
يحور,84,14,انشقاق
شفق,84,16,انشقاق
وسق,84,17,انشقاق
اتسق,84,18,انشقاق
طبقا,84,19,انشقاق
طبق,84,19,انشقاق
يوع,84,23,انشقاق
موعود,85,2,بروج
اخدود,85,4,بروج
شهود,85,7,بروج
تكذيب,85,19,بروج
لوح,85,22,بروج
محفوظ,85,22,بروج
دافق,86,6,طارق
تراءب,86,7,طارق
تبلي,86,9,طارق
سراءر,86,9,طارق
صدع,86,12,طارق
هزل,86,14,طارق
امهل,86,17,طارق
رويدا,86,17,طارق
مرعي,87,4,اعلی
احوي,87,5,اعلی
يتجنب,87,11,اعلی
تءثر,87,16,اعلی
عامله,88,3,غاشیه
ناصبه,88,3,غاشیه
تصلي,88,4,غاشیه
ضريع,88,6,غاشیه
يسمن,88,7,غاشیه
ناعمه,88,8,غاشیه
لاغيه,88,11,غاشیه
موضوعه,88,14,غاشیه
نمارق,88,15,غاشیه
زرابي,88,16,غاشیه
مبثوثه,88,16,غاشیه
سطح,88,20,غاشیه
مذكر,88,21,غاشیه
مسيطر,88,22,غاشیه
اياب,88,25,غاشیه
شفع,89,3,فجر
وتر,89,3,فجر
ارم,89,7,فجر
عماد,89,7,فجر
جاب,89,9,فجر
صخر,89,9,فجر
طغ,89,11,فجر
سوط,89,13,فجر
مرصاد,89,14,فجر
اهان,89,16,فجر
تكرم,89,17,فجر
تحاض,89,18,فجر
تراث,89,19,فجر
اكلا,89,19,فجر
لما,89,19,فجر
جما,89,20,فجر
يوثق,89,26,فجر
مرضيه,89,28,فجر
كبد,90,4,بلد
عينين,90,8,بلد
شفتين,90,9,بلد
نجدين,90,10,بلد
اقتحم,90,11,بلد
فك,90,13,بلد
مسغبه,90,14,بلد
مقربه,90,15,بلد
متربه,90,16,بلد
مرحمه,90,17,بلد
تلا,91,2,شمس
جلي,91,3,شمس
طحا,91,6,شمس
الهم,91,8,شمس
فجور,91,8,شمس
دسا,91,10,شمس
طغوا,91,11,شمس
انبعث,91,12,شمس
اشقا,91,12,شمس
سقيا,91,13,شمس
دمدم,91,14,شمس
عسري,92,10,لیل
تلظي,92,14,لیل
يجنب,92,17,لیل
سجي,93,2,ضحی
ودع,93,3,ضحی
قلي,93,3,ضحی
يعطي,93,5,ضحی
ضالا,93,7,ضحی
عاءلا,93,8,ضحی
تقهر,93,9,ضحی
